nl	100009.xml	0.9830466508865356	
fr	100017.xml	0.9823443293571472	
nl	100030.xml	0.9185886979103088	
nl	100034.xml	0.9565970301628113	
nl	10003.xml	0.9764384627342224	
nl	100045.xml	0.9817144274711609	
nl	100046.xml	0.9153572916984558	
nl	100048.xml	0.9870600700378418	
nl	10004.xml	0.8934698700904846	
nl	100057.xml	0.843191385269165	
nl	100068.xml	0.7200332880020142	
nl	10006.xml	0.9421318173408508	
nl	100072.xml	0.8304969668388367	
nl	100075.xml	0.9931408166885376	
nl	10007.xml	0.9029201865196228	
nl	100080.xml	0.9549077749252319	
nl	100087.xml	0.8542764186859131	
nl	100092.xml	0.937848687171936	
nl	100094.xml	0.7757236957550049	
nl	100099.xml	0.9230271577835083	
nl	100101.xml	0.8586784601211548	
nl	100104.xml	0.8189826607704163	
nl	100108.xml	0.9665602445602417	
nl	10010.xml	0.9607324600219727	
fr	100115.xml	0.9474954009056091	
nl	100128.xml	0.7267248630523682	
nl	100134.xml	0.9831362962722778	
nl	100137.xml	0.89220130443573	
nl	100139.xml	0.9931586980819702	
nl	100144.xml	0.9170560836791992	
nl	100150.xml	0.9690930843353271	
nl	100155.xml	0.9514592289924622	
nl	10016.xml	0.9312195777893066	
nl	10018.xml	0.9738280177116394	
nl	100205.xml	0.9752869606018066	
fr	100207.xml	0.9547091722488403	
nl	100212.xml	0.9508740901947021	
nl	100214.xml	0.5811840295791626	
nl	100233.xml	0.976314127445221	
nl	100234.xml	0.9705674648284912	
nl	10023.xml	0.8524073362350464	
nl	100249.xml	0.9301031827926636	
nl	100254.xml	0.9216712713241577	
nl	100264.xml	0.9068402051925659	
nl	100266.xml	0.9730991125106812	
nl	10029.xml	0.9719502329826355	
fr	10031.xml	0.7365269660949707	
nl	10034.xml	0.7933793067932129	
nl	10036.xml	0.7362518310546875	
nl	10039.xml	0.8069061636924744	
nl	10042.xml	0.9229989647865295	
nl	10051.xml	0.9294689297676086	
nl	10054.xml	0.8964691162109375	
nl	10058.xml	0.9400710463523865	
nl	10060.xml	0.827855110168457	
nl	10062.xml	0.8776177763938904	
nl	10073.xml	0.951873242855072	
nl	10080.xml	0.7046343684196472	
nl	10086.xml	0.906526505947113	
nl	10099.xml	0.8952379822731018	
nl	10100.xml	0.781175971031189	
nl	10232.xml	0.893959105014801	
nl	10233.xml	0.9561095833778381	
nl	10235.xml	0.9200273752212524	
nl	10239.xml	0.6253475546836853	
nl	10242.xml	0.9506661295890808	
nl	10247.xml	0.8367341756820679	
nl	10256.xml	0.8913591504096985	
nl	10261.xml	0.9290705323219299	
nl	10265.xml	0.8715841770172119	
nl	10280.xml	0.9727643132209778	
nl	10282.xml	0.8501786589622498	
nl	10283.xml	0.9262745976448059	
nl	10284.xml	0.8709192872047424	
nl	10285.xml	0.9343035221099854	
nl	10290.xml	0.8812305331230164	
nl	10293.xml	0.940154492855072	
nl	103037.xml	0.9505456686019897	
nl	103046.xml	0.90042644739151	
nl	10305.xml	0.8481760621070862	
nl	103116.xml	0.6951680779457092	
nl	10314.xml	0.936521053314209	
nl	10318.xml	0.8377216458320618	
nl	10321.xml	0.5119522213935852	
nl	10322.xml	0.8614725470542908	
nl	10333.xml	0.9552420973777771	
nl	10339.xml	0.8720808625221252	
nl	10340.xml	0.76912522315979	
nl	10342.xml	0.6275373697280884	
nl	10344.xml	0.8522207140922546	
nl	103501.xml	0.9565585255622864	
nl	103532.xml	0.8965001702308655	
nl	103533.xml	0.9364028573036194	
nl	103534.xml	0.7281178832054138	
nl	10355.xml	0.9842014908790588	
nl	10357.xml	0.9309406280517578	
nl	10367.xml	0.7765449285507202	
nl	10374.xml	0.971221923828125	
nl	10376.xml	0.9049971699714661	
nl	10386.xml	0.6887764930725098	
nl	10389.xml	0.8119907975196838	
nl	104077.xml	0.9703435301780701	
nl	104087.xml	0.8221596479415894	
nl	10412.xml	0.5420293807983398	
nl	10414.xml	0.590735137462616	
nl	104320.xml	0.3154890537261963	
nl	10572.xml	0.9552245140075684	
nl	10576.xml	0.6901662945747375	
nl	10582.xml	0.6791395545005798	
nl	10609.xml	0.7502437829971313	
nl	10610.xml	0.6554296612739563	
nl	10620.xml	0.8084964156150818	
nl	106231.xml	0.8548815846443176	
nl	106232.xml	0.7706031203269958	
nl	10623.xml	0.7359874248504639	
nl	106251.xml	0.9076395630836487	
nl	10626.xml	0.7424181699752808	
nl	10629.xml	0.711661696434021	
nl	10633.xml	0.8561620712280273	
nl	10647.xml	0.8293210864067078	
