guessed,id,cert,true,notes
nl,20747.xml,0.7870457768440247,nl,
nl,161865.xml,0.7870540618896484,nl,
nl,182996.xml,0.7870801687240601,nl,
nl,4228.xml,0.787203311920166,nl,
nl,159975.xml,0.7872279286384583,nl,
nl,19246.xml,0.7872331142425537,nl,
nl,18008.xml,0.7872781753540039,nl,
nl,7225.xml,0.7872853875160217,nl,
nl,1424.xml,0.7873061895370483,nl,
nl,7150.xml,0.7873449325561523,nl,
nl,35813.xml,0.7873807549476624,nl,
nl,3367.xml,0.7873873114585876,nl,
nl,115329.xml,0.787453830242157,nl,
nl,176841.xml,0.7875019311904907,nl,
nl,116285.xml,0.7875073552131653,nl,
nl,13863.xml,0.7875747680664062,nl,
nl,19343.xml,0.7875797748565674,nl,
nl,26239.xml,0.787684977054596,nl,
nl,4127.xml,0.7877261638641357,nl,
nl,183821.xml,0.7877653241157532,nl,
nl,23546.xml,0.7877853512763977,nl,
nl,6840.xml,0.7878188490867615,nl,
nl,9650.xml,0.7878313660621643,nl,
nl,188787.xml,0.7878361344337463,nl,
nl,12960.xml,0.7878981232643127,nl,
nl,186880.xml,0.7879010438919067,nl,
nl,191782.xml,0.7879356741905212,nl,
nl,1789.xml,0.78794264793396,nl,
nl,160028.xml,0.7879568934440613,nl,
nl,3548.xml,0.7879924178123474,nl,
nl,192193.xml,0.7880272269248962,nl,
nl,104002.xml,0.7880347967147827,nl,
nl,14513.xml,0.7880862951278687,nl,
nl,36962.xml,0.7880963087081909,nl,
nl,21479.xml,0.7881710529327393,nl,
nl,34479.xml,0.7881832718849182,nl,
nl,11849.xml,0.7882083058357239,nl,
nl,9667.xml,0.7882083058357239,nl,
nl,19196.xml,0.7882326245307922,nl,
nl,186679.xml,0.7882327437400818,nl,
nl,22184.xml,0.7882489562034607,nl,
nl,27062.xml,0.7882588505744934,nl,
nl,148092.xml,0.7882665395736694,nl,
nl,118776.xml,0.7882773280143738,nl,
nl,19510.xml,0.7883808016777039,nl,
nl,11982.xml,0.788382887840271,nl,
nl,186747.xml,0.7884087562561035,nl,
nl,9885.xml,0.7885273694992065,nl,
nl,155462.xml,0.7885401248931885,nl,
nl,192605.xml,0.7885465621948242,nl,
nl,25594.xml,0.7885910868644714,nl,
nl,148261.xml,0.7886018753051758,nl,
nl,35750.xml,0.7886055111885071,nl,
nl,115238.xml,0.7886179089546204,nl,
nl,156018.xml,0.78862065076828,nl,
nl,156831.xml,0.788627028465271,nl,
nl,33937.xml,0.7886589169502258,nl,
nl,102.xml,0.7886667251586914,nl,
nl,186315.xml,0.788686990737915,nl,
nl,116893.xml,0.7886877655982971,nl,
nl,6924.xml,0.7887206673622131,nl,
nl,115828.xml,0.7887483239173889,nl,
nl,1841.xml,0.7887804508209229,nl,
nl,20950.xml,0.7887805700302124,nl,
nl,11850.xml,0.7888181209564209,nl,
nl,3230.xml,0.788822591304779,nl,
nl,14068.xml,0.7888345718383789,nl,
nl,34127.xml,0.7888506054878235,nl,
nl,9822.xml,0.7888736724853516,nl,
nl,32705.xml,0.7888948917388916,nl,
nl,33942.xml,0.7889024019241333,nl,
nl,21377.xml,0.7889212369918823,nl,
nl,9663.xml,0.7889370918273926,nl,
nl,3383.xml,0.7889372110366821,nl,
nl,156.xml,0.7889570593833923,nl,
nl,149325.xml,0.7889647483825684,nl,
nl,20752.xml,0.7890084385871887,nl,
nl,32503.xml,0.7890298962593079,nl,
nl,11528.xml,0.7890304923057556,nl,
nl,16803.xml,0.7890391945838928,nl,
nl,154004.xml,0.789046049118042,nl,
nl,188305.xml,0.7891026735305786,nl,
nl,5062.xml,0.7891061305999756,nl,
nl,20473.xml,0.7891877293586731,nl,
nl,188475.xml,0.7891956567764282,nl,
nl,147765.xml,0.7892024517059326,nl,
nl,9904.xml,0.7892200350761414,nl,
nl,32568.xml,0.7892566919326782,nl,
nl,11836.xml,0.7892937064170837,nl,
nl,1911.xml,0.7893369197845459,nl,
nl,9612.xml,0.7893391847610474,nl,
nl,13058.xml,0.7893781065940857,nl,
nl,19214.xml,0.7894101142883301,nl,
nl,180460.xml,0.7894138097763062,nl,
nl,20160.xml,0.7894449234008789,nl,
nl,1823.xml,0.7894524335861206,nl,
nl,135238.xml,0.7894662022590637,nl,
nl,20251.xml,0.7894944548606873,nl,
nl,4487.xml,0.7895148396492004,nl,
nl,8081.xml,0.7895565629005432,nl,
nl,183982.xml,0.78956139087677,nl,
nl,14161.xml,0.7895776629447937,nl,
nl,1437.xml,0.7896032333374023,nl,
nl,16835.xml,0.7896069884300232,nl,
nl,13928.xml,0.7896255254745483,nl,
nl,184663.xml,0.7896385788917542,nl,
nl,32797.xml,0.7896472215652466,nl,
nl,3125.xml,0.7896898984909058,nl,
nl,26928.xml,0.7897323966026306,nl,
nl,20539.xml,0.7897423505783081,nl,
nl,115554.xml,0.7897927761077881,nl,
nl,184435.xml,0.7897953987121582,nl,
nl,182465.xml,0.7898572087287903,nl,
nl,20974.xml,0.7898954153060913,nl,
nl,184678.xml,0.789911150932312,nl,
nl,38774.xml,0.7899154424667358,nl,
nl,186761.xml,0.7899197340011597,nl,
nl,1900.xml,0.7899506688117981,nl,
nl,11572.xml,0.789961040019989,nl,
nl,193430.xml,0.7899672389030457,nl,
nl,183598.xml,0.7899960875511169,nl,
nl,186691.xml,0.7900086641311646,nl,
nl,10913.xml,0.7900469303131104,nl,
nl,1661.xml,0.7900500893592834,nl,
nl,157836.xml,0.7900742292404175,nl,
nl,9689.xml,0.7900766134262085,nl,
nl,34505.xml,0.7901505827903748,nl,
nl,2485.xml,0.790177047252655,nl,
nl,111266.xml,0.7901872396469116,nl,
nl,34663.xml,0.7901872396469116,nl,
nl,185706.xml,0.790187656879425,nl,
nl,111716.xml,0.7902112603187561,nl,
nl,37007.xml,0.7902306914329529,nl,
nl,115934.xml,0.7902324199676514,nl,
nl,117255.xml,0.7902359962463379,nl,
nl,8065.xml,0.7902474999427795,nl,
nl,3576.xml,0.7902717590332031,nl,
nl,35559.xml,0.7902738451957703,nl,
nl,20878.xml,0.790288507938385,nl,
nl,35931.xml,0.7902899980545044,nl,
nl,189158.xml,0.7903047800064087,nl,
nl,162428.xml,0.7903048992156982,nl,
nl,22285.xml,0.7903332114219666,nl,
nl,3101.xml,0.7903531789779663,nl,
nl,20936.xml,0.7903721332550049,nl,
nl,21762.xml,0.7903792858123779,nl,
nl,11772.xml,0.7903972268104553,nl,
nl,3182.xml,0.7904119491577148,nl,
nl,148422.xml,0.7904226183891296,nl,
nl,20694.xml,0.790439248085022,nl,
nl,35686.xml,0.790473222732544,nl,
nl,35324.xml,0.7904805541038513,nl,
nl,40669.xml,0.790492832660675,nl,
nl,8800.xml,0.7905035018920898,nl,
nl,22394.xml,0.7905157208442688,nl,
nl,14609.xml,0.7905774116516113,nl,
nl,23584.xml,0.7905926704406738,nl,
nl,34551.xml,0.7905936241149902,nl,
nl,153595.xml,0.7906172275543213,nl,
nl,190762.xml,0.7906482815742493,nl,
nl,20429.xml,0.7906677722930908,nl,
nl,189124.xml,0.7907017469406128,nl,
nl,13980.xml,0.7907050848007202,nl,
nl,178352.xml,0.790716826915741,nl,
nl,11904.xml,0.7907863855361938,nl,
nl,183772.xml,0.7908368706703186,nl,
nl,1517.xml,0.7908520102500916,nl,
nl,5082.xml,0.790878415107727,nl,
nl,3352.xml,0.7909207940101624,nl,
nl,20707.xml,0.7909248471260071,nl,
nl,34412.xml,0.7909283638000488,nl,
nl,34629.xml,0.7909284830093384,nl,
nl,2761.xml,0.7909396886825562,nl,
nl,35554.xml,0.7909459471702576,nl,
nl,26396.xml,0.7909532189369202,nl,
nl,155437.xml,0.7910065650939941,nl,
nl,32808.xml,0.7910099029541016,nl,
nl,9974.xml,0.7910253405570984,nl,
nl,32844.xml,0.791031539440155,nl,
nl,32824.xml,0.7910880446434021,nl,
nl,32785.xml,0.7911983132362366,nl,
nl,14530.xml,0.7911987900733948,nl,
nl,191737.xml,0.7911993861198425,nl,
nl,149512.xml,0.7912144064903259,nl,
nl,1922.xml,0.7912291288375854,nl,
nl,32711.xml,0.7912395596504211,nl,
nl,189946.xml,0.7912474274635315,nl,
nl,114621.xml,0.7912849187850952,nl,
nl,167814.xml,0.79128497838974,nl,
nl,176103.xml,0.7912874221801758,nl,
nl,122915.xml,0.7912940382957458,nl,
nl,186703.xml,0.7912989854812622,nl,
nl,14004.xml,0.7913874983787537,nl,
nl,20759.xml,0.7914007902145386,nl,
nl,22384.xml,0.7914888262748718,nl,
nl,21700.xml,0.7915078997612,nl,
nl,20591.xml,0.7915654182434082,nl,
nl,10912.xml,0.7915903329849243,nl,
nl,7266.xml,0.7916620373725891,nl,
nl,35551.xml,0.7916901707649231,nl,
nl,20957.xml,0.7916990518569946,nl,
nl,13927.xml,0.7917144298553467,nl,
nl,11521.xml,0.7917420864105225,nl,
nl,11536.xml,0.7917709946632385,nl,
nl,176689.xml,0.7917874455451965,nl,
nl,187878.xml,0.7918111085891724,nl,
nl,3316.xml,0.7918810844421387,nl,
nl,9839.xml,0.791923999786377,nl,
nl,12548.xml,0.7919519543647766,nl,
nl,21444.xml,0.7919570207595825,nl,
nl,8865.xml,0.7919667959213257,nl,
nl,13804.xml,0.7919773459434509,nl,
nl,8745.xml,0.7919824123382568,nl,
nl,20700.xml,0.7920140624046326,nl,
nl,34247.xml,0.7920297384262085,nl,
nl,20208.xml,0.7921215295791626,nl,
nl,3350.xml,0.7921428084373474,nl,
nl,19388.xml,0.7921817302703857,nl,
nl,190764.xml,0.7921854257583618,nl,
nl,13936.xml,0.7922321557998657,nl,
nl,156484.xml,0.7922683358192444,nl,
nl,13078.xml,0.7922788262367249,nl,
nl,35739.xml,0.7922849059104919,nl,
nl,116681.xml,0.792314887046814,nl,
nl,184910.xml,0.7923460602760315,nl,
nl,19965.xml,0.7923877239227295,nl,
nl,185254.xml,0.7923893928527832,nl,
nl,161872.xml,0.7923924922943115,nl,
nl,176817.xml,0.7923927903175354,nl,
nl,157608.xml,0.792393147945404,nl,
nl,20923.xml,0.7924468517303467,nl,
nl,13953.xml,0.7925036549568176,nl,
nl,114556.xml,0.7925098538398743,nl,
nl,27093.xml,0.7925152778625488,nl,
nl,11573.xml,0.7925266027450562,nl,
nl,160407.xml,0.7925428152084351,nl,
nl,150626.xml,0.7925985455513,nl,
nl,113608.xml,0.7926343083381653,nl,
nl,20855.xml,0.7926913499832153,nl,
nl,176724.xml,0.7927092909812927,nl,
nl,161072.xml,0.7927347421646118,nl,
nl,24338.xml,0.7927347421646118,nl,
nl,180228.xml,0.7927452325820923,nl,
nl,148518.xml,0.7927560210227966,nl,
nl,2527.xml,0.7927697896957397,nl,
nl,8688.xml,0.7927847504615784,nl,
nl,114106.xml,0.7927964329719543,nl,
nl,20380.xml,0.7928290963172913,nl,
nl,113957.xml,0.7928324937820435,nl,
nl,26257.xml,0.7928324937820435,nl,
nl,175839.xml,0.7928400039672852,nl,
nl,9062.xml,0.7928856015205383,nl,
nl,11902.xml,0.7929890155792236,nl,
nl,12585.xml,0.7929899096488953,nl,
nl,185830.xml,0.792993426322937,nl,
nl,30081.xml,0.7930194139480591,nl,
nl,8761.xml,0.7930633425712585,nl,
nl,33938.xml,0.7930777668952942,nl,
nl,188915.xml,0.7930991649627686,nl,
nl,156066.xml,0.7931374907493591,nl,
nl,2620.xml,0.7931496500968933,nl,
nl,112155.xml,0.7931687235832214,nl,
nl,186123.xml,0.7932109236717224,nl,
nl,176625.xml,0.7932336926460266,nl,
nl,32491.xml,0.7932636737823486,nl,
nl,7248.xml,0.7932925224304199,nl,
nl,173915.xml,0.7933107018470764,nl,
nl,11951.xml,0.7933405041694641,nl,
nl,26027.xml,0.7933733463287354,nl,
nl,35894.xml,0.7934300899505615,nl,
nl,13500.xml,0.7934616804122925,nl,
nl,150476.xml,0.7934650778770447,nl,
nl,36990.xml,0.793535053730011,nl,
nl,13112.xml,0.793543815612793,nl,
nl,19512.xml,0.7935930490493774,nl,
nl,156811.xml,0.7936031222343445,nl,
nl,13258.xml,0.7936127185821533,nl,
nl,12826.xml,0.7936204671859741,nl,
nl,149135.xml,0.7936472296714783,nl,
nl,111276.xml,0.793699324131012,nl,
nl,116074.xml,0.7937015891075134,nl,
nl,2466.xml,0.7937023043632507,nl,
nl,15103.xml,0.7937148809432983,nl,
nl,22287.xml,0.7937497496604919,nl,
nl,10868.xml,0.7937670350074768,nl,
nl,119311.xml,0.793775200843811,nl,
nl,116850.xml,0.7937800884246826,nl,
nl,22446.xml,0.7937983870506287,nl,
nl,23919.xml,0.7938498854637146,nl,
nl,18364.xml,0.793880045413971,nl,
nl,8125.xml,0.7939348220825195,nl,
nl,35864.xml,0.7939535975456238,nl,
nl,36911.xml,0.793965756893158,nl,
nl,158028.xml,0.7939687371253967,nl,
nl,14056.xml,0.794047474861145,nl,
nl,20848.xml,0.7940701246261597,nl,
nl,184258.xml,0.7941376566886902,nl,
nl,188448.xml,0.7942079901695251,nl,
nl,184268.xml,0.7942426204681396,nl,
nl,3447.xml,0.7942500710487366,nl,
nl,1502.xml,0.7942742705345154,nl,
nl,156817.xml,0.7942774891853333,nl,
nl,20588.xml,0.7942981123924255,nl,
nl,25655.xml,0.7943087816238403,nl,
nl,135221.xml,0.7943727970123291,nl,
nl,13178.xml,0.79439777135849,nl,
nl,20671.xml,0.7944788336753845,nl,
nl,20139.xml,0.7945275902748108,nl,
nl,27064.xml,0.7945428490638733,nl,
nl,115275.xml,0.7945721745491028,nl,
nl,188484.xml,0.7945955991744995,nl,
nl,10769.xml,0.7946050763130188,nl,
nl,1697.xml,0.7946092486381531,nl,
nl,191779.xml,0.7946357131004333,nl,
nl,22024.xml,0.7946584224700928,nl,
nl,8842.xml,0.7946794629096985,nl,
nl,2129.xml,0.7946942448616028,nl,
nl,27128.xml,0.7947307825088501,nl,
nl,2053.xml,0.7947450876235962,nl,
nl,111435.xml,0.7947471141815186,nl,
nl,176092.xml,0.7948136329650879,nl,
nl,188992.xml,0.7948351502418518,nl,
nl,8778.xml,0.7948516011238098,nl,
nl,35543.xml,0.7948725819587708,nl,
nl,191991.xml,0.7948834896087646,nl,
nl,176026.xml,0.794883668422699,nl,
nl,117617.xml,0.7948861718177795,nl,
nl,120544.xml,0.7948991656303406,nl,
nl,129611.xml,0.7950120568275452,nl,
nl,34648.xml,0.7950273156166077,nl,
nl,2066.xml,0.7950343489646912,nl,
nl,9157.xml,0.7950577139854431,nl,
nl,176095.xml,0.7950580716133118,nl,
nl,176635.xml,0.7950646877288818,nl,
nl,20401.xml,0.7950650453567505,nl,
nl,118389.xml,0.7951076626777649,nl,
nl,113819.xml,0.7951154708862305,nl,
nl,118099.xml,0.795120894908905,nl,
nl,21470.xml,0.7951498627662659,nl,
nl,1748.xml,0.7951987385749817,nl,
nl,156261.xml,0.7952234745025635,nl,
nl,36934.xml,0.7952730655670166,nl,
nl,114111.xml,0.7953267693519592,nl,
nl,5061.xml,0.7953647375106812,nl,
nl,118255.xml,0.7953700423240662,nl,
nl,114631.xml,0.7954013347625732,nl,
nl,162914.xml,0.7954409122467041,nl,
nl,4581.xml,0.7954447269439697,nl,
nl,1796.xml,0.7955005764961243,nl,
nl,26343.xml,0.7955150008201599,nl,
nl,164681.xml,0.7955678701400757,nl,
nl,22083.xml,0.7955979704856873,nl,
nl,19952.xml,0.7957124710083008,nl,
nl,23945.xml,0.7957351803779602,nl,
nl,118047.xml,0.7957436442375183,nl,
nl,20263.xml,0.7957677841186523,nl,
nl,3212.xml,0.7957727909088135,nl,
nl,20868.xml,0.7958212494850159,nl,
nl,34114.xml,0.7958237528800964,nl,
nl,185074.xml,0.7958239316940308,nl,
nl,38878.xml,0.7958277463912964,nl,
nl,12097.xml,0.7958357334136963,nl,
nl,3341.xml,0.7958477139472961,nl,
nl,22239.xml,0.7959103584289551,nl,
nl,8860.xml,0.7959322929382324,nl,
nl,1917.xml,0.7959358096122742,nl,
nl,9814.xml,0.7959364652633667,nl,
nl,117122.xml,0.7959730625152588,nl,
nl,25643.xml,0.796058714389801,nl,
nl,20072.xml,0.7960652112960815,nl,
nl,86.xml,0.7960838079452515,nl,
nl,8117.xml,0.7960970401763916,nl,
nl,155342.xml,0.7961149215698242,nl,
nl,155636.xml,0.7961261868476868,nl,
nl,33661.xml,0.7962234020233154,nl,
nl,9932.xml,0.7962239980697632,nl,
nl,35946.xml,0.7962331771850586,nl,
nl,164798.xml,0.796281099319458,nl,
nl,180745.xml,0.796286940574646,nl,
nl,189175.xml,0.796288788318634,nl,
nl,100047.xml,0.796294629573822,nl,
nl,23924.xml,0.7963041663169861,nl,
nl,35390.xml,0.7963123321533203,nl,
nl,2071.xml,0.7963364124298096,nl,
nl,162585.xml,0.7963436245918274,nl,
nl,2758.xml,0.7963595390319824,nl,
nl,8093.xml,0.7963927984237671,nl,
nl,184689.xml,0.7963972091674805,nl,
nl,14939.xml,0.796446681022644,nl,
nl,113816.xml,0.7964555621147156,nl,
nl,6830.xml,0.7964855432510376,nl,
nl,8078.xml,0.7965755462646484,nl,
nl,11823.xml,0.7966073751449585,nl,
nl,34640.xml,0.796610414981842,nl,
nl,188758.xml,0.796612560749054,nl,
nl,9624.xml,0.7966527938842773,nl,
nl,3842.xml,0.7966566681861877,nl,
nl,159482.xml,0.7966787815093994,nl,
nl,193402.xml,0.7966823577880859,nl,
nl,9788.xml,0.7966927289962769,nl,
nl,184645.xml,0.7967433929443359,nl,
nl,1516.xml,0.7968047857284546,nl,
nl,6215.xml,0.7968159317970276,nl,
nl,191775.xml,0.7968318462371826,nl,
nl,32728.xml,0.7968531847000122,nl,
nl,10982.xml,0.7968761324882507,nl,
nl,158013.xml,0.7968826293945312,nl,
nl,14052.xml,0.7969197630882263,nl,
nl,34545.xml,0.7969844341278076,nl,
nl,13745.xml,0.7969974279403687,nl,
nl,19898.xml,0.7970151901245117,nl,
nl,114396.xml,0.7970436811447144,nl,
nl,111715.xml,0.7970615029335022,nl,
nl,10030.xml,0.7971210479736328,nl,
nl,19707.xml,0.7971844673156738,nl,
nl,1712.xml,0.7972021102905273,nl,
nl,165148.xml,0.7972392439842224,nl,
nl,9903.xml,0.7972585558891296,nl,
nl,9922.xml,0.7972590327262878,nl,
nl,9683.xml,0.7973008751869202,nl,
nl,8802.xml,0.7973269820213318,nl,
nl,148530.xml,0.7973462343215942,nl,
nl,116890.xml,0.7973598837852478,nl,
nl,11911.xml,0.7974264025688171,nl,
nl,38874.xml,0.7974368333816528,nl,
nl,193217.xml,0.797454297542572,nl,
nl,34645.xml,0.797471821308136,nl,
nl,40673.xml,0.7974863648414612,nl,
nl,20858.xml,0.7974868416786194,nl,
nl,27110.xml,0.7975031733512878,nl,
nl,14621.xml,0.7975482940673828,nl,
nl,181906.xml,0.7975648641586304,nl,
nl,8884.xml,0.7975765466690063,nl,
nl,117256.xml,0.7975791692733765,nl,
nl,3231.xml,0.7975806593894958,nl,
nl,155833.xml,0.7976061701774597,nl,
nl,179959.xml,0.7976295351982117,nl,
nl,27082.xml,0.7976422309875488,nl,
nl,150566.xml,0.7976434230804443,nl,
nl,20376.xml,0.797662079334259,nl,
nl,34263.xml,0.7976691126823425,nl,
nl,162837.xml,0.7976919412612915,nl,
nl,176707.xml,0.7977076172828674,nl,
nl,4293.xml,0.7977271676063538,nl,
nl,10767.xml,0.7977576851844788,nl,
nl,19435.xml,0.7978271842002869,nl,
nl,27041.xml,0.7978398203849792,nl,
nl,136898.xml,0.7978476285934448,nl,
nl,21115.xml,0.7978579998016357,nl,
nl,18111.xml,0.7978641986846924,nl,
nl,35689.xml,0.7978779673576355,nl,
nl,187526.xml,0.7978887557983398,nl,
nl,38770.xml,0.7978936433792114,nl,
nl,9694.xml,0.7979006171226501,nl,
nl,20719.xml,0.7979066371917725,nl,
nl,176667.xml,0.7979175448417664,nl,
nl,13096.xml,0.7979185581207275,nl,
nl,21313.xml,0.7979481816291809,nl,
nl,149514.xml,0.7979665994644165,nl,
nl,155769.xml,0.797969400882721,nl,
nl,11525.xml,0.7979962825775146,nl,
nl,153722.xml,0.798031747341156,nl,
nl,3422.xml,0.7980793118476868,nl,
nl,19967.xml,0.798163652420044,nl,
nl,150660.xml,0.7982469201087952,nl,
nl,13060.xml,0.7982507944107056,nl,
nl,116915.xml,0.7982729077339172,nl,
nl,158517.xml,0.7982943654060364,nl,
nl,19973.xml,0.7984392642974854,nl,
nl,185955.xml,0.7984499335289001,nl,
nl,157386.xml,0.7984620332717896,nl,
nl,26272.xml,0.7984684705734253,nl,
nl,180596.xml,0.7984830737113953,nl,
nl,22399.xml,0.7984854578971863,nl,
nl,6842.xml,0.7984961271286011,nl,
nl,3318.xml,0.7985295653343201,nl,
nl,161804.xml,0.7985318899154663,nl,
nl,22214.xml,0.7985570430755615,nl,
nl,20906.xml,0.7985610365867615,nl,
nl,192784.xml,0.7986283898353577,nl,
nl,14055.xml,0.7986322045326233,nl,
nl,193341.xml,0.7986719012260437,nl,
nl,100071.xml,0.7987155914306641,nl,
nl,117053.xml,0.7987186312675476,nl,
nl,189220.xml,0.7987205982208252,nl,
nl,116851.xml,0.798833966255188,nl,
nl,6771.xml,0.7988383769989014,nl,
nl,3437.xml,0.798847496509552,nl,
nl,34513.xml,0.7988583445549011,nl,
nl,156147.xml,0.7989160418510437,nl,
nl,22416.xml,0.7989464998245239,nl,
nl,114956.xml,0.7989850640296936,nl,
nl,36205.xml,0.7989883422851562,nl,
nl,158449.xml,0.799025297164917,nl,
nl,7226.xml,0.7990500926971436,nl,
nl,13780.xml,0.7990632653236389,nl,
nl,21147.xml,0.7990882992744446,nl,
nl,26607.xml,0.7991004586219788,nl,
nl,189088.xml,0.7991049289703369,nl,
nl,17423.xml,0.7991340756416321,nl,
nl,117002.xml,0.7991768717765808,nl,
nl,8180.xml,0.7992115616798401,nl,
nl,6735.xml,0.7992213368415833,nl,
nl,176830.xml,0.7992217540740967,nl,
nl,176628.xml,0.7992427945137024,nl,
nl,165460.xml,0.7992456555366516,nl,
nl,191691.xml,0.7992731928825378,nl,
nl,9712.xml,0.7992806434631348,nl,
nl,22104.xml,0.7993793487548828,nl,
nl,34138.xml,0.7993793487548828,nl,
nl,21294.xml,0.7993800640106201,nl,
nl,188312.xml,0.7993817329406738,nl,
nl,14503.xml,0.7993855476379395,nl,
nl,30019.xml,0.7994124889373779,nl,
nl,6202.xml,0.7994189262390137,nl,
nl,116886.xml,0.7994410395622253,nl,
nl,176811.xml,0.7994669079780579,nl,
nl,11415.xml,0.7994672656059265,nl,
nl,6738.xml,0.7994790077209473,nl,
nl,20057.xml,0.7995220422744751,nl,
nl,159368.xml,0.7995278835296631,nl,
nl,156038.xml,0.7995388507843018,nl,
nl,176085.xml,0.7995591163635254,nl,
nl,20295.xml,0.7996154427528381,nl,
nl,163902.xml,0.7996304631233215,nl,
nl,186710.xml,0.79967200756073,nl,
nl,119700.xml,0.7997090220451355,nl,
nl,155656.xml,0.799752414226532,nl,
nl,3421.xml,0.7997704744338989,nl,
nl,161643.xml,0.7997794151306152,nl,
nl,114548.xml,0.7997921109199524,nl,
nl,187080.xml,0.7998274564743042,nl,
nl,186786.xml,0.7998548746109009,nl,
nl,15650.xml,0.799883246421814,nl,
nl,35802.xml,0.799977719783783,nl,
nl,36153.xml,0.7999778389930725,nl,
nl,9066.xml,0.7999780774116516,nl,
nl,1785.xml,0.7999808192253113,nl,
nl,21704.xml,0.8000385165214539,nl,
nl,3507.xml,0.8000473380088806,nl,
nl,13882.xml,0.8000727891921997,nl,
nl,13197.xml,0.800072968006134,nl,
nl,1734.xml,0.8000860810279846,nl,
nl,21727.xml,0.8001123070716858,nl,
nl,3324.xml,0.8001653552055359,nl,
nl,9682.xml,0.8001812100410461,nl,
nl,118986.xml,0.8001842498779297,nl,
nl,136616.xml,0.8001883625984192,nl,
nl,184476.xml,0.8002204895019531,nl,
nl,10000.xml,0.8002511858940125,nl,
nl,25653.xml,0.8002747893333435,nl,
nl,7146.xml,0.8002933859825134,nl,
nl,22167.xml,0.8002945184707642,nl,
nl,112885.xml,0.8003073334693909,nl,
nl,11091.xml,0.8003082871437073,nl,
nl,118345.xml,0.8003528118133545,nl,
nl,32807.xml,0.8003614544868469,nl,
nl,11877.xml,0.8003894090652466,nl,
nl,176107.xml,0.8004446029663086,nl,
nl,36589.xml,0.8004475831985474,nl,
nl,20553.xml,0.8004915714263916,nl,
nl,20497.xml,0.8005043268203735,nl,
nl,191778.xml,0.8005117774009705,nl,
nl,22136.xml,0.8005185127258301,nl,
nl,191481.xml,0.8005228638648987,nl,
nl,11968.xml,0.800564169883728,nl,
nl,6849.xml,0.8005830645561218,nl,
nl,14035.xml,0.800603985786438,nl,
nl,34222.xml,0.8006181716918945,nl,
nl,188442.xml,0.8006429672241211,nl,
nl,21791.xml,0.8006544709205627,nl,
nl,9008.xml,0.8006720542907715,nl,
nl,20903.xml,0.8006892800331116,nl,
nl,34009.xml,0.8007156252861023,nl,
nl,26841.xml,0.8007255792617798,nl,
nl,19296.xml,0.8007709980010986,nl,
nl,116873.xml,0.8007882833480835,nl,
nl,20937.xml,0.8008178472518921,nl,
nl,3323.xml,0.8008190393447876,nl,
nl,115552.xml,0.8008884191513062,nl,
nl,19371.xml,0.8009180426597595,nl,
nl,189596.xml,0.8009605407714844,nl,
nl,20902.xml,0.800987958908081,nl,
nl,160065.xml,0.8010141849517822,nl,
nl,183798.xml,0.8010247945785522,nl,
nl,113818.xml,0.8010328412055969,nl,
nl,10916.xml,0.8010482788085938,nl,
nl,35964.xml,0.8010894060134888,nl,
nl,7145.xml,0.8011287450790405,nl,
nl,183696.xml,0.8011392951011658,nl,
nl,176151.xml,0.8011437654495239,nl,
nl,10593.xml,0.801210343837738,nl,
nl,21578.xml,0.8012608289718628,nl,
nl,175974.xml,0.8012666702270508,nl,
nl,13901.xml,0.8012732267379761,nl,
nl,22118.xml,0.8012744784355164,nl,
nl,4474.xml,0.8013117909431458,nl,
nl,107225.xml,0.8013393878936768,nl,
nl,8115.xml,0.8013752102851868,nl,
nl,34657.xml,0.8013803362846375,nl,
nl,21437.xml,0.8013864755630493,nl,
nl,3364.xml,0.8014114499092102,nl,
nl,11470.xml,0.8014445304870605,nl,
nl,20901.xml,0.8014915585517883,nl,
nl,12595.xml,0.8015132546424866,nl,
nl,13182.xml,0.8015152215957642,nl,
nl,7246.xml,0.801532506942749,nl,
nl,21584.xml,0.8015740513801575,nl,
nl,189019.xml,0.8015792965888977,nl,
nl,4276.xml,0.801589846611023,nl,
nl,8871.xml,0.801596999168396,nl,
nl,180619.xml,0.801626443862915,nl,
nl,34325.xml,0.8016284108161926,nl,
nl,185389.xml,0.801649272441864,nl,
nl,13034.xml,0.8016496300697327,nl,
nl,190769.xml,0.8016501665115356,nl,
nl,114910.xml,0.8017193078994751,nl,
nl,1835.xml,0.801742672920227,nl,
nl,19253.xml,0.8017551302909851,nl,
nl,1691.xml,0.8017983436584473,nl,
nl,20786.xml,0.801814079284668,nl,
nl,191702.xml,0.8018266558647156,nl,
nl,36549.xml,0.8018549084663391,nl,
nl,22135.xml,0.801873505115509,nl,
nl,15903.xml,0.8018759489059448,nl,
nl,21472.xml,0.8018875122070312,nl,
nl,155526.xml,0.801889181137085,nl,
nl,149323.xml,0.8018991947174072,nl,
nl,6113.xml,0.8019046783447266,nl,
nl,8988.xml,0.8019405603408813,nl,
nl,22124.xml,0.8019532561302185,nl,
nl,36974.xml,0.8019965291023254,nl,
nl,38765.xml,0.8020322918891907,nl,
nl,21107.xml,0.8020389080047607,nl,
nl,1849.xml,0.8020565509796143,nl,
nl,9731.xml,0.8020703196525574,nl,
nl,15504.xml,0.802075207233429,nl,
nl,34167.xml,0.802096962928772,nl,
nl,36956.xml,0.8021115064620972,nl,
